month,nltk,spacy,stanford-nlp,python,r,numpy,scipy,matlab,machine-learning,pandas,pytorch,keras,nlp,apache-spark,hadoop,pyspark,python-3.x,tensorflow,deep-learning,neural-network,lstm,time-series,pillow,rasa,opencv,pipenv,seaborn,Dask,jupyter,AllenNLP,Theano,plotly,scikit-learn,BeautifulSoup,scrapy,Gensim,FastText,Pydot,Pybrain,Pytil,Pygame,Colab,Shogun,KNIME,Apache,Gunicorn,Pygtk,Weka,Conda,Ray,matlab,accord.net,regression,classification,correlation,cluster-analysis,H2o,Mallet,Numba,Tableau,Trifacta,PyArrow,Rasterio,Orange3,PyMC3,Opennn,Oryx,Istio,Venes,Plotnine,Gluon,Plato,Sympy,Flair,stanford-nlp,pyqt,Nolearn,Lasagne,OCR,Apache-spark-mlib,azure-virtual-machine
15-Jun,61,0,46,11887,3448,603,172,1227,203,772,0,1,96,653,647,91,789,0,34,86,1,73,18,0,548,0,26,1,16,0,42,8,147,172,141,15,0,3,7,0,101,5,0,1,1033,23,19,48,5,0,1227,3,58,50,18,44,4,2,4,0,0,0,0,4,4,0,0,0,0,0,0,0,29,0,46,113,1,1,39,25,18
15-Jul,52,0,65,12392,3999,651,173,1132,231,862,0,3,97,752,693,128,921,0,39,99,3,76,25,0,635,0,49,3,19,0,38,20,161,160,196,16,0,2,10,1,111,10,0,1,1056,28,8,38,10,0,1132,0,48,56,19,45,7,4,7,0,0,0,0,10,10,0,0,0,0,0,0,2,24,0,65,99,2,3,37,44,14
15-Aug,59,0,42,11296,3509,559,144,1027,215,756,0,7,100,636,621,103,848,0,43,96,4,86,17,0,495,0,25,4,54,0,67,20,156,103,152,14,0,2,5,0,104,8,0,0,896,18,13,25,8,0,1027,3,53,48,28,40,6,2,16,0,0,0,0,5,8,0,0,0,0,0,0,1,22,0,42,96,6,10,34,45,17
15-Sep,60,0,50,11040,3349,533,149,942,182,805,0,3,95,659,605,97,851,0,35,73,1,48,19,0,469,0,17,3,41,0,48,18,124,136,111,7,0,2,5,0,66,9,0,0,887,29,5,25,9,0,942,1,35,53,18,37,10,1,2,0,0,0,0,6,5,0,0,0,0,0,0,0,25,0,50,90,4,8,29,30,24
15-Oct,66,1,58,12578,3704,602,150,1062,238,946,0,3,104,641,615,125,1086,0,48,105,6,70,23,0,559,0,41,4,46,0,46,16,148,140,144,4,0,0,7,0,109,20,0,2,936,31,10,33,20,0,1062,1,55,46,22,29,16,3,5,0,0,0,1,7,2,0,0,0,0,0,0,0,41,0,58,82,0,4,28,43,17
15-Nov,51,0,46,12384,3556,669,170,1126,252,900,0,10,75,684,584,126,1172,199,59,130,8,90,20,0,536,0,44,3,53,0,72,22,180,153,144,11,0,1,6,0,105,27,0,1,890,19,8,47,27,0,1126,1,56,71,22,53,11,5,9,0,0,0,0,4,7,0,0,0,0,0,2,0,34,0,46,102,4,13,34,39,14
15-Dec,60,1,56,11446,3129,565,133,864,278,876,0,12,84,727,578,154,1110,181,62,137,11,73,12,0,543,0,37,11,50,0,65,52,168,156,107,11,0,4,7,0,129,31,0,2,887,25,11,33,31,0,864,4,56,62,19,33,13,1,6,0,0,0,0,8,7,0,0,0,0,0,5,0,26,0,56,109,3,2,39,43,24
16-Jan,76,3,52,12439,3561,686,145,937,343,913,0,27,88,737,567,110,1249,170,83,164,10,91,21,0,524,0,35,2,60,0,75,46,182,152,149,10,0,2,2,0,158,23,0,7,957,45,7,22,23,0,937,2,56,64,26,50,11,2,5,0,0,0,0,4,6,0,1,0,0,0,3,0,26,0,52,114,4,7,29,41,24
16-Feb,61,1,41,13334,3621,754,171,1082,349,1040,0,18,78,837,548,183,1373,229,62,154,10,102,17,0,548,0,47,8,72,0,71,52,193,185,161,12,0,4,6,0,123,20,0,8,976,24,11,38,20,0,1082,3,69,56,21,44,10,3,15,0,0,0,0,5,6,0,0,0,0,0,13,0,27,0,41,137,6,9,44,43,20
16-Mar,91,2,54,14173,4075,809,197,1248,383,1116,0,37,127,1044,579,220,1554,242,97,128,15,92,20,0,624,0,50,13,76,0,87,57,206,180,158,28,0,4,6,1,114,23,0,7,935,30,12,36,23,0,1248,7,70,70,26,53,11,2,10,0,0,0,1,1,7,0,0,0,0,0,17,0,40,0,54,113,1,13,41,66,44
16-Apr,73,3,61,13775,4167,823,178,1127,403,1201,0,52,116,944,629,213,1565,271,123,180,21,105,13,0,711,0,48,3,66,0,76,69,212,167,137,20,0,4,5,0,131,29,1,0,882,17,12,37,29,0,1127,4,69,77,21,67,14,4,8,0,0,0,1,5,1,0,1,0,0,0,27,2,45,0,61,130,2,13,36,48,35
16-May,60,4,47,13207,3822,691,187,1145,429,1280,0,63,127,970,589,200,1531,332,148,196,17,88,18,0,665,0,49,7,84,0,79,63,222,175,168,11,0,2,3,0,141,21,0,2,850,26,13,32,21,0,1145,7,86,75,27,54,15,7,11,0,0,0,0,8,8,0,0,0,0,0,18,0,34,0,47,141,1,14,31,45,24
16-Jun,73,9,47,13009,3884,774,155,1001,372,1283,0,59,118,1005,650,244,1413,495,134,194,28,105,15,0,644,0,40,13,60,0,66,69,219,182,163,16,0,1,2,0,118,26,0,1,862,17,10,27,26,0,1001,3,70,68,19,62,13,4,8,0,0,0,0,1,5,0,0,0,0,0,9,0,44,0,47,120,1,8,45,62,29
16-Jul,77,3,49,12943,3768,794,159,905,404,1472,0,59,111,948,553,255,1458,486,153,219,31,109,21,0,542,0,36,16,76,0,72,79,223,185,161,13,0,6,4,0,117,30,0,5,845,23,6,27,30,0,905,5,78,53,18,44,11,3,8,0,0,0,0,3,9,0,0,0,0,0,10,0,35,0,49,130,0,4,36,50,25
16-Aug,54,8,32,13006,3804,759,155,941,392,1375,0,66,87,1089,589,264,1533,505,141,175,40,96,19,0,492,0,62,34,77,0,61,80,225,170,133,10,0,0,2,0,93,21,2,2,925,30,10,22,21,0,941,3,60,43,34,47,20,3,7,0,0,0,2,1,7,0,0,0,0,0,5,0,36,0,32,100,3,10,44,75,19
16-Sep,72,8,50,12424,3318,767,157,852,342,1316,0,83,93,1055,494,223,1516,446,134,151,27,83,23,0,407,0,34,29,74,0,73,72,183,149,140,14,0,1,5,0,64,29,1,0,859,27,4,26,29,0,852,3,77,42,30,38,8,3,14,0,0,0,1,4,11,0,0,0,0,0,7,0,38,0,50,124,0,7,32,48,21
16-Oct,75,8,37,13616,3808,799,181,901,440,1350,0,121,106,1138,537,236,1806,563,170,175,23,96,19,0,529,0,50,27,63,0,76,81,218,185,143,19,0,6,2,0,97,30,0,8,784,26,9,30,30,0,901,6,91,58,27,40,11,2,7,0,0,0,1,2,5,0,0,0,0,0,13,0,35,0,37,129,1,7,35,52,13
16-Nov,93,9,52,14296,3585,841,189,786,466,1504,0,154,115,1131,496,257,2034,691,227,231,30,108,17,0,489,0,37,29,51,0,71,71,253,183,132,26,0,4,2,0,124,33,0,2,787,24,9,29,33,0,786,6,80,67,28,52,13,3,5,0,0,0,0,3,11,0,0,0,0,0,26,0,37,0,52,126,0,2,35,60,12
16-Dec,71,11,29,12889,3136,735,161,718,424,1406,0,127,108,1051,448,248,1867,653,213,207,41,94,18,0,441,0,34,21,48,0,89,82,212,218,122,18,1,0,4,0,126,27,1,4,706,22,9,30,27,0,718,3,61,58,24,39,16,8,5,0,0,0,0,4,5,0,0,0,0,0,12,0,23,0,29,135,1,5,39,49,13
17-Jan,56,8,49,14388,3519,802,138,796,491,1540,4,209,125,1007,483,239,2033,779,238,251,31,81,29,0,538,0,45,18,66,0,58,72,233,246,178,20,0,0,2,0,147,55,2,3,891,33,7,28,55,0,796,4,48,62,23,44,12,2,11,0,0,0,1,3,12,0,0,0,0,0,31,0,42,0,49,124,1,6,39,42,29
17-Feb,77,15,51,14901,3706,931,175,854,488,1567,3,241,149,948,537,265,2218,963,265,281,45,87,21,0,551,0,48,26,69,0,64,93,232,235,185,26,1,0,3,0,123,59,0,0,827,33,7,24,59,0,854,7,53,61,22,27,16,2,9,0,0,0,0,4,14,0,0,0,0,0,6,0,38,0,51,122,0,4,51,40,30
17-Mar,86,22,56,17280,4637,1092,219,1080,605,1989,14,366,161,1144,602,279,2722,1127,399,322,80,140,28,0,678,0,62,36,63,0,87,120,282,253,149,32,3,1,1,0,126,54,2,1,875,32,8,21,54,0,1080,3,81,89,29,44,32,9,8,0,0,0,2,4,11,0,0,0,0,0,20,0,53,0,56,106,1,12,53,51,48
17-Apr,94,19,62,15752,4280,1031,229,959,552,1840,23,323,158,972,537,258,2397,1043,338,272,62,102,32,0,585,0,64,20,68,0,55,100,273,219,189,27,4,3,0,0,147,44,0,1,826,25,11,25,44,0,959,6,92,74,27,47,48,3,11,0,0,0,1,0,16,0,0,0,0,0,7,0,47,0,62,106,0,4,46,36,19
17-May,82,21,61,16291,4349,965,191,1005,528,1923,25,382,177,1108,493,268,2514,1093,336,276,59,114,28,0,619,0,55,39,64,0,73,85,246,236,204,32,3,0,0,0,153,40,0,7,792,45,7,29,40,0,1005,6,69,89,19,59,52,5,17,0,0,0,0,3,15,1,0,2,0,0,12,1,55,0,61,105,0,2,62,55,21
17-Jun,87,15,45,16173,4490,961,195,804,613,1986,55,349,141,1165,477,274,2569,1200,369,300,78,115,25,0,630,0,55,42,80,0,45,103,266,252,184,32,4,1,1,0,145,59,1,4,775,33,11,18,59,0,804,9,78,80,25,52,60,10,9,0,0,0,3,4,9,0,0,8,0,0,12,1,31,0,45,113,0,4,60,63,19
17-Jul,83,15,41,17064,4611,1022,177,736,748,2084,34,421,141,1123,437,289,2819,1294,318,343,92,140,24,0,617,0,73,38,64,0,48,106,334,270,219,37,3,3,1,0,120,42,2,3,790,39,4,27,42,0,736,4,72,88,34,58,57,6,13,0,0,2,2,2,6,0,0,6,0,1,10,0,40,0,41,99,0,3,60,66,31
17-Aug,93,19,46,17472,5051,1020,185,776,704,2170,35,372,161,1116,467,329,2765,1234,304,294,72,114,19,0,643,0,80,45,83,0,28,131,295,253,202,36,5,3,0,0,143,65,0,0,746,30,8,15,65,0,776,7,74,61,31,50,56,4,11,0,0,0,0,5,17,1,0,9,0,1,2,0,41,0,46,96,0,1,61,46,34
17-Sep,80,31,48,16949,4641,963,153,662,604,2043,41,389,117,1013,385,351,2817,995,231,201,80,99,19,0,549,12,64,42,85,0,33,109,250,233,195,35,2,1,1,0,108,51,0,3,704,40,4,13,51,0,662,5,77,62,21,46,39,1,15,0,0,0,1,3,10,0,1,6,0,0,8,0,45,0,48,90,0,2,45,36,29
17-Oct,79,25,35,18735,5053,1174,210,848,674,2305,49,391,133,1022,378,348,3280,1187,280,300,81,114,21,0,490,4,46,51,72,0,27,86,276,233,183,36,4,1,2,0,115,61,0,6,679,39,4,22,61,0,848,6,98,73,26,37,30,4,22,0,0,2,3,4,5,0,0,4,0,0,18,0,47,0,35,82,0,2,44,47,31
17-Nov,66,34,46,18935,5117,1156,223,875,630,2289,87,475,150,921,388,288,3426,1158,343,269,88,119,30,0,556,9,52,50,67,0,21,114,277,240,173,27,7,5,2,0,137,41,0,4,684,34,6,23,41,0,875,9,77,62,31,65,37,3,16,0,0,8,0,1,10,0,0,8,0,0,16,0,26,0,46,102,0,0,53,21,37
17-Dec,82,43,30,16207,4022,959,200,583,532,1950,59,399,139,794,345,290,3074,991,260,237,78,98,21,0,477,9,36,31,84,0,11,74,251,232,135,27,5,1,0,0,197,56,0,3,566,30,6,20,56,1,583,4,60,62,24,47,32,3,21,0,0,4,1,1,4,0,0,9,0,2,10,0,42,0,30,109,0,1,41,29,31
18-Jan,83,39,30,16307,4209,1003,183,577,555,2190,64,446,30,994,362,0,3189,1141,343,272,70,133,28,0,533,14,58,39,79,0,15,93,238,251,142,31,1,1,1,0,154,59,1,5,657,49,6,19,59,0,575,4,74,75,26,40,42,6,11,,0,4,4,4,8,0,0,5,0,6,9,0,53,0,23,155,0,2,26,31,41
18-Feb,85,26,38,16393,4517,1012,172,537,596,2216,65,439,38,907,374,0,3462,1053,305,279,64,120,16,2,506,16,56,47,77,0,12,86,301,277,153,35,3,1,4,0,109,60,0,3,500,42,8,13,60,0,537,2,74,63,24,37,43,3,16,,0,3,1,4,7,1,0,12,0,0,5,0,37,0,32,149,1,0,46,29,38
18-Mar,106,52,63,17970,5112,1058,196,563,725,2671,89,560,63,1194,396,0,4179,1358,352,278,98,163,24,1,552,20,68,57,79,1,23,83,350,254,136,33,4,1,0,0,122,70,4,7,579,36,4,20,70,0,563,8,115,89,34,63,45,3,27,,0,9,2,4,9,0,0,13,0,2,10,0,49,0,40,185,0,2,57,21,40
18-Apr,57,38,61,17030,4746,968,174,605,777,2485,99,582,61,1124,357,0,3994,1396,350,288,107,121,19,0,541,18,65,39,54,1,21,122,332,325,165,32,6,2,0,0,127,70,0,2,478,39,3,33,70,0,605,6,94,79,23,53,32,4,21,,0,1,1,2,9,0,0,12,0,2,8,0,48,0,19,156,0,2,49,29,23
18-May,65,37,60,17639,4738,960,200,529,670,2580,104,605,60,1218,322,0,4387,1444,344,288,97,132,27,0,572,27,74,44,71,1,13,131,287,304,150,49,6,2,0,0,150,56,3,3,532,40,3,10,56,1,529,7,78,81,27,64,27,1,21,,0,5,3,2,8,0,0,17,0,3,6,1,60,0,38,157,0,0,43,35,40
18-Jun,63,47,53,16860,4508,932,173,458,549,2694,124,536,53,1014,276,0,4278,1206,294,224,92,119,31,1,544,15,75,58,67,0,15,125,298,277,174,41,12,2,0,0,119,76,0,6,473,33,4,12,76,0,458,4,91,66,12,59,38,5,19,,0,6,2,7,11,0,0,16,0,4,9,0,38,0,34,134,0,0,57,25,28
18-Jul,77,32,72,17988,4417,1043,214,463,667,2991,129,658,72,985,286,0,4591,1303,294,218,104,117,31,0,528,27,88,58,63,0,12,111,312,320,166,46,9,1,0,0,127,76,0,1,493,49,5,8,76,0,463,4,102,72,36,59,40,3,17,,0,7,2,7,6,0,0,22,0,1,9,0,45,0,38,164,0,0,52,26,22
18-Aug,83,63,76,17874,4141,978,215,404,595,2915,127,672,76,950,283,0,4779,1270,283,250,107,133,0,0,492,18,104,69,63,2,11,119,322,241,180,33,7,5,0,0,156,93,2,3,531,45,10,9,93,1,404,2,98,63,27,34,42,4,14,,0,8,2,5,6,0,0,43,0,1,6,0,29,0,25,136,0,1,50,15,26
18-Sep,55,35,62,16158,3809,900,191,431,456,2542,114,540,62,890,258,0,4377,1018,221,177,88,90,0,0,466,12,78,54,62,0,5,105,252,283,169,24,3,3,0,0,117,60,0,3,416,47,6,11,60,0,431,6,67,46,31,35,44,2,19,,0,9,7,7,7,0,0,14,0,4,3,0,40,0,33,115,0,0,48,23,21
18-Oct,75,35,79,18329,4394,1008,166,519,561,2895,132,584,79,967,265,0,4691,1083,233,176,85,120,0,0,442,40,92,54,85,2,9,85,317,320,170,30,8,2,0,0,108,90,1,5,481,41,3,12,90,0,519,6,76,61,40,48,26,5,15,,0,12,4,6,10,0,0,39,0,4,10,0,45,0,32,180,0,0,46,12,36
18-Nov,59,38,79,18215,4278,1021,193,500,547,2921,161,601,79,891,233,0,4494,1078,256,199,93,128,0,0,474,27,82,59,70,1,10,109,280,257,160,30,2,2,0,0,140,77,1,2,441,40,5,15,77,0,500,2,77,58,33,42,41,0,20,,0,13,6,1,12,0,0,41,0,1,8,0,50,0,20,150,0,2,36,18,26
18-Dec,56,38,72,15537,3392,898,146,413,534,2389,181,630,72,746,183,0,4254,917,308,203,95,134,0,0,408,19,92,42,66,2,6,73,280,260,141,36,5,1,0,0,141,50,0,4,373,31,5,17,50,2,413,4,69,53,23,46,34,0,23,,0,9,3,1,2,0,0,31,0,1,11,0,42,0,16,131,0,0,40,20,23
19-Jan,46,30,29,17167,3997,921,140,410,508,2831,196,687,142,831,194,0,4783,1052,323,193,90,119,0,0,559,22,97,69,80,3,7,107,293,306,152,32,6,0,0,0,172,91,1,2,416,32,2,13,91,5,410,0,69,67,22,45,29,2,17,,0,7,5,0,8,0,0,55,0,1,7,0,34,0,29,124,0,0,54,10,22
19-Feb,71,38,15,17749,4301,1077,170,364,539,2976,196,645,174,806,210,0,4590,1018,287,163,104,116,0,1,508,22,80,68,83,0,7,93,320,313,154,30,3,0,0,0,149,104,0,2,397,30,7,8,104,10,364,4,83,58,29,50,32,1,24,,0,12,1,2,7,0,0,43,0,2,7,0,29,0,15,132,0,0,36,13,36
19-Mar,72,63,17,20144,4552,1215,203,458,572,3300,223,739,226,838,216,0,5257,1289,349,208,89,137,0,0,545,27,118,85,104,2,9,113,318,359,195,35,12,2,0,0,188,110,4,5,438,42,6,13,110,9,458,2,93,75,31,53,33,5,26,,0,10,3,6,8,0,0,36,0,2,10,0,41,0,17,159,0,0,53,6,28
19-Apr,71,61,21,20054,4660,1143,165,492,621,3249,233,879,181,776,168,0,5734,1275,371,198,86,170,0,1,614,29,117,75,94,1,8,117,347,351,213,34,8,1,0,0,213,90,0,4,373,34,4,13,90,16,492,1,97,77,28,57,22,5,20,,2,14,6,4,7,0,0,44,0,1,1,0,57,0,21,193,0,1,34,10,12
19-May,48,60,20,19128,4359,1017,193,462,763,3216,209,764,203,774,185,0,5293,1140,337,215,95,160,0,0,534,21,118,78,88,4,5,114,352,312,186,35,4,4,0,0,202,78,3,8,350,37,7,15,78,12,462,4,90,70,30,58,24,6,16,,0,8,4,2,4,0,0,42,0,0,12,0,47,1,20,148,0,0,71,15,18
19-Jun,44,53,16,17515,4005,906,170,365,540,2942,201,667,189,713,160,0,4758,1028,299,173,72,110,0,1,537,16,97,63,72,0,4,103,290,374,206,38,2,2,0,0,168,75,0,2,306,42,8,8,75,15,365,1,73,49,29,39,28,4,20,,0,16,7,3,14,0,0,32,0,0,5,0,41,0,16,153,0,0,46,14,26
19-Jul,63,72,13,20041,4265,1077,175,386,620,3535,241,837,188,931,178,0,5767,1145,367,185,122,156,0,9,661,25,122,76,95,2,3,142,328,372,212,38,7,1,0,0,157,116,0,3,373,38,3,10,116,12,385,4,77,71,30,48,29,1,24,,1,14,13,4,4,0,0,39,0,1,5,0,43,0,13,196,0,0,60,17,14
19-Aug,57,76,24,20257,4486,1111,212,371,583,3675,253,889,237,922,216,0,6133,1332,373,191,112,141,0,19,605,31,119,66,104,0,7,137,323,322,205,30,6,2,0,0,137,91,2,5,388,38,2,3,91,12,325,3,60,62,22,47,24,0,23,,1,20,3,2,6,0,0,56,0,4,10,0,33,0,22,144,0,0,40,16,25
19-Sep,54,62,16,19207,4474,1020,135,362,538,3298,260,786,207,913,207,0,5748,1217,334,211,93,156,0,25,556,24,90,73,107,1,9,139,324,330,146,30,14,2,1,0,137,103,0,3,435,51,5,15,103,12,362,1,76,55,35,50,39,5,25,,1,25,6,5,7,0,0,65,0,4,6,0,39,0,15,147,0,4,49,28,16
19-Oct,73,79,27,23414,5138,1310,188,523,750,4098,300,929,272,1075,260,0,6621,1468,451,265,131,203,0,16,648,36,130,73,132,0,19,174,415,350,165,27,15,1,0,0,180,120,1,4,402,55,3,12,120,18,522,4,125,81,37,65,23,2,31,,0,19,7,9,3,0,0,49,0,5,6,0,72,0,27,170,0,3,70,21,19
19-Nov,72,79,14,23602,4883,1297,199,479,918,3873,332,902,270,1007,212,0,6151,1513,482,305,129,182,0,19,659,20,133,91,131,2,12,169,412,376,176,42,10,5,1,0,230,108,1,9,407,56,4,15,108,19,479,4,137,103,47,67,19,2,20,,0,18,12,3,17,0,0,50,0,2,8,0,58,2,14,182,0,1,73,16,19
19-Dec,82,72,13,20058,4150,1118,159,349,983,3519,343,834,242,767,157,0,5200,1392,500,316,137,185,0,8,546,22,112,77,98,0,4,156,439,315,140,30,9,5,0,0,215,125,0,3,439,61,5,13,125,12,349,4,134,99,22,46,28,5,21,,1,11,7,2,7,0,0,46,0,2,3,0,56,0,13,173,0,0,56,16,18
